NAME,c_income,c_less10k,c_10_14999,c_15_24999,c_25_34999,c_35_49999,c_50_74999,c_75_99999,c_100_149,c_150_199,c_200more,c_income_moe,c_less10k_moe,c_10_14999_moe,c_15_24999_moe,c_25_34999_moe,c_35_49999_moe,c_50_74999_moe,c_75_99999_moe,c_100_149_moe,c_150_199_moe,c_200more_moe,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 3551.09, Contra Costa County, California",2151,0.0,8.0,4.0,4.0,9.0,7.0,10.0,24.0,10.0,19.0,61,0.0,7.0,2.0,2.0,5.0,4.0,5.0,9.0,5.0,8.0,06,013,355109,2018,06013355109
"Census Tract 3551.10, Contra Costa County, California",1128,1.0,1.0,4.0,9.0,8.0,18.0,16.0,22.0,12.0,6.0,92,1.0,1.0,5.0,6.0,6.0,7.0,8.0,8.0,5.0,4.0,06,013,355110,2018,06013355110
"Census Tract 3551.11, Contra Costa County, California",1917,1.0,0.0,3.0,3.0,11.0,16.0,14.0,30.0,7.0,11.0,85,1.0,1.0,2.0,2.0,5.0,5.0,5.0,6.0,4.0,3.0,06,013,355111,2018,06013355111
"Census Tract 3551.12, Contra Costa County, California",2073,2.0,1.0,1.0,5.0,2.0,2.0,10.0,12.0,13.0,47.0,92,2.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,5.0,9.0,06,013,355112,2018,06013355112
"Census Tract 34.09, San Joaquin County, California",1351,7.0,8.0,13.0,12.0,16.0,16.0,8.0,7.0,1.0,7.0,88,4.0,5.0,7.0,6.0,5.0,6.0,5.0,4.0,1.0,5.0,06,077,003409,2018,06077003409
"Census Tract 34.10, San Joaquin County, California",1732,1.0,4.0,12.0,7.0,18.0,24.0,15.0,10.0,3.0,1.0,75,1.0,2.0,6.0,4.0,6.0,6.0,5.0,3.0,2.0,1.0,06,077,003410,2018,06077003410
"Census Tract 1122.01, Marin County, California",1813,3.0,4.0,16.0,17.0,11.0,17.0,12.0,6.0,7.0,2.0,117,4.0,3.0,6.0,6.0,5.0,7.0,5.0,3.0,4.0,2.0,06,041,112201,2018,06041112201
"Census Tract 1122.02, Marin County, California",1272,3.0,2.0,12.0,3.0,17.0,18.0,2.0,16.0,9.0,13.0,62,3.0,2.0,5.0,3.0,7.0,6.0,3.0,6.0,4.0,7.0,06,041,112202,2018,06041112202
"Census Tract 1192.01, Marin County, California",1866,5.0,2.0,7.0,3.0,13.0,16.0,8.0,16.0,8.0,17.0,97,3.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,06,041,119201,2018,06041119201
"Census Tract 1192.02, Marin County, California",1226,7.0,2.0,1.0,1.0,4.0,2.0,5.0,17.0,11.0,46.0,67,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,6.0,06,041,119202,2018,06041119202
"Census Tract 1302.01, Marin County, California",1899,4.0,0.0,1.0,4.0,3.0,9.0,12.0,18.0,9.0,35.0,114,3.0,0.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,6.0,06,041,130201,2018,06041130201
"Census Tract 1302.02, Marin County, California",2478,2.0,2.0,2.0,5.0,5.0,16.0,12.0,17.0,12.0,24.0,181,2.0,1.0,2.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0,06,041,130202,2018,06041130202
"Census Tract 1311, Marin County, California",411,2.0,0.0,9.0,1.0,2.0,4.0,10.0,29.0,13.0,25.0,41,4.0,8.0,7.0,1.0,3.0,3.0,7.0,11.0,7.0,11.0,06,041,131100,2018,06041131100
"Census Tract 9901, Marin County, California",0,,,,,,,,,,,12,,,,,,,,,,,06,041,990100,2018,06041990100
"Census Tract 1.01, Mariposa County, California",1876,6.0,10.0,16.0,10.0,10.0,28.0,7.0,6.0,2.0,1.0,189,4.0,5.0,7.0,4.0,5.0,8.0,3.0,4.0,3.0,1.0,06,043,000101,2018,06043000101
"Census Tract 1.02, Mariposa County, California",1276,13.0,7.0,5.0,5.0,22.0,20.0,9.0,8.0,4.0,3.0,128,9.0,6.0,3.0,4.0,8.0,7.0,4.0,4.0,3.0,3.0,06,043,000102,2018,06043000102
"Census Tract 4619.02, Los Angeles County, California",1192,22.0,15.0,9.0,4.0,2.0,7.0,11.0,16.0,3.0,5.0,84,7.0,6.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,06,037,461902,2018,06037461902
"Census Tract 4620.01, Los Angeles County, California",1088,7.0,7.0,12.0,10.0,14.0,13.0,11.0,12.0,2.0,8.0,67,4.0,4.0,6.0,5.0,6.0,6.0,5.0,5.0,2.0,4.0,06,037,462001,2018,06037462001
"Census Tract 4620.02, Los Angeles County, California",1148,16.0,8.0,15.0,14.0,12.0,11.0,7.0,6.0,4.0,3.0,58,7.0,5.0,6.0,7.0,5.0,7.0,4.0,3.0,3.0,2.0,06,037,462002,2018,06037462002
"Census Tract 4622.01, Los Angeles County, California",1943,10.0,21.0,9.0,7.0,6.0,16.0,9.0,12.0,3.0,2.0,63,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,06,037,462201,2018,06037462201
"Census Tract 4622.02, Los Angeles County, California",1313,16.0,7.0,7.0,5.0,7.0,13.0,11.0,11.0,8.0,11.0,129,6.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,06,037,462202,2018,06037462202
"Census Tract 4623.01, Los Angeles County, California",1834,7.0,7.0,11.0,11.0,10.0,16.0,19.0,10.0,5.0,1.0,87,3.0,4.0,5.0,5.0,4.0,5.0,6.0,3.0,2.0,1.0,06,037,462301,2018,06037462301
"Census Tract 4623.02, Los Angeles County, California",1498,8.0,4.0,6.0,8.0,4.0,17.0,12.0,18.0,10.0,8.0,77,4.0,2.0,3.0,4.0,2.0,4.0,4.0,6.0,5.0,3.0,06,037,462302,2018,06037462302
"Census Tract 4636.01, Los Angeles County, California",3188,6.0,4.0,7.0,3.0,5.0,15.0,16.0,21.0,8.0,9.0,191,3.0,3.0,3.0,2.0,2.0,5.0,4.0,6.0,3.0,3.0,06,037,463601,2018,06037463601
"Census Tract 4636.02, Los Angeles County, California",2869,12.0,5.0,3.0,5.0,7.0,13.0,10.0,22.0,8.0,10.0,204,5.0,2.0,2.0,2.0,4.0,4.0,3.0,6.0,4.0,3.0,06,037,463602,2018,06037463602
"Census Tract 4803.03, Los Angeles County, California",1430,8.0,3.0,9.0,10.0,20.0,15.0,11.0,12.0,5.0,2.0,79,4.0,3.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,2.0,06,037,480303,2018,06037480303
"Census Tract 4803.04, Los Angeles County, California",1856,12.0,8.0,16.0,8.0,10.0,17.0,10.0,11.0,2.0,1.0,74,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,06,037,480304,2018,06037480304
"Census Tract 4816.05, Los Angeles County, California",1056,5.0,6.0,16.0,11.0,5.0,14.0,13.0,17.0,4.0,5.0,60,4.0,3.0,6.0,6.0,3.0,6.0,6.0,7.0,4.0,3.0,06,037,481605,2018,06037481605
"Census Tract 4816.06, Los Angeles County, California",1592,2.0,8.0,14.0,6.0,15.0,24.0,10.0,15.0,2.0,0.0,69,1.0,4.0,5.0,3.0,4.0,6.0,4.0,4.0,1.0,0.0,06,037,481606,2018,06037481606
"Census Tract 5004.03, Los Angeles County, California",1054,7.0,1.0,10.0,5.0,2.0,16.0,21.0,19.0,12.0,4.0,48,6.0,1.0,5.0,4.0,2.0,6.0,9.0,7.0,7.0,3.0,06,037,500403,2018,06037500403
"Census Tract 5004.04, Los Angeles County, California",1332,2.0,1.0,7.0,11.0,7.0,20.0,23.0,16.0,5.0,4.0,58,1.0,1.0,4.0,7.0,3.0,8.0,7.0,6.0,4.0,2.0,06,037,500404,2018,06037500404
"Census Tract 5010.01, Los Angeles County, California",763,4.0,4.0,5.0,6.0,15.0,13.0,16.0,26.0,6.0,0.0,35,2.0,3.0,4.0,4.0,7.0,6.0,6.0,7.0,4.0,1.0,06,037,501001,2018,06037501001
"Census Tract 5010.02, Los Angeles County, California",1458,2.0,1.0,3.0,3.0,9.0,16.0,18.0,25.0,12.0,7.0,20,2.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,06,037,501002,2018,06037501002
"Census Tract 5018.03, Los Angeles County, California",1458,6.0,10.0,18.0,15.0,23.0,16.0,4.0,3.0,2.0,0.0,64,4.0,5.0,7.0,6.0,7.0,5.0,3.0,2.0,2.0,2.0,06,037,501803,2018,06037501803
"Census Tract 5018.04, Los Angeles County, California",701,6.0,6.0,12.0,9.0,18.0,20.0,13.0,12.0,1.0,0.0,42,3.0,3.0,5.0,4.0,6.0,6.0,5.0,4.0,1.0,4.0,06,037,501804,2018,06037501804
"Census Tract 5020.03, Los Angeles County, California",749,1.0,3.0,5.0,11.0,10.0,21.0,20.0,17.0,5.0,0.0,46,2.0,3.0,3.0,5.0,4.0,7.0,5.0,5.0,3.0,0.0,06,037,502003,2018,06037502003
"Census Tract 5020.04, Los Angeles County, California",997,1.0,1.0,8.0,7.0,21.0,19.0,15.0,13.0,6.0,4.0,25,2.0,1.0,4.0,3.0,6.0,6.0,5.0,4.0,3.0,2.0,06,037,502004,2018,06037502004
"Census Tract 5020.05, Los Angeles County, California",1292,2.0,3.0,11.0,12.0,14.0,18.0,7.0,10.0,15.0,4.0,35,2.0,3.0,5.0,6.0,6.0,5.0,3.0,4.0,6.0,3.0,06,037,502005,2018,06037502005
"Census Tract 5028.01, Los Angeles County, California",1707,5.0,2.0,1.0,9.0,12.0,15.0,12.0,23.0,9.0,7.0,97,3.0,2.0,1.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,06,037,502801,2018,06037502801
"Census Tract 5028.02, Los Angeles County, California",1242,13.0,10.0,16.0,10.0,4.0,17.0,8.0,10.0,1.0,7.0,82,5.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,1.0,6.0,06,037,502802,2018,06037502802
"Census Tract 5031.03, Los Angeles County, California",1130,3.0,1.0,10.0,5.0,11.0,17.0,18.0,14.0,11.0,6.0,68,4.0,2.0,5.0,3.0,5.0,7.0,6.0,5.0,5.0,2.0,06,037,503103,2018,06037503103
"Census Tract 5031.04, Los Angeles County, California",624,6.0,3.0,8.0,10.0,13.0,25.0,16.0,13.0,3.0,0.0,30,4.0,3.0,5.0,5.0,7.0,10.0,7.0,6.0,2.0,5.0,06,037,503104,2018,06037503104
"Census Tract 5031.05, Los Angeles County, California",1013,1.0,2.0,9.0,10.0,8.0,27.0,18.0,16.0,3.0,3.0,58,1.0,2.0,4.0,5.0,4.0,8.0,7.0,6.0,2.0,2.0,06,037,503105,2018,06037503105
"Census Tract 5031.06, Los Angeles County, California",1159,0.0,1.0,11.0,16.0,11.0,9.0,18.0,14.0,7.0,7.0,44,1.0,3.0,6.0,8.0,5.0,4.0,7.0,7.0,5.0,4.0,06,037,503106,2018,06037503106
"Census Tract 5315.03, Los Angeles County, California",771,4.0,5.0,11.0,19.0,25.0,18.0,8.0,6.0,0.0,0.0,40,2.0,3.0,6.0,6.0,8.0,7.0,6.0,4.0,0.0,4.0,06,037,531503,2018,06037531503
"Census Tract 5315.04, Los Angeles County, California",1082,1.0,13.0,16.0,9.0,21.0,15.0,10.0,9.0,1.0,0.0,60,2.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,3.0,0.0,06,037,531504,2018,06037531504
"Census Tract 5330.01, Los Angeles County, California",1040,11.0,11.0,12.0,18.0,12.0,8.0,11.0,9.0,3.0,1.0,62,6.0,5.0,7.0,8.0,6.0,5.0,6.0,5.0,3.0,2.0,06,037,533001,2018,06037533001
"Census Tract 1286.02, Los Angeles County, California",1403,0.0,4.0,9.0,4.0,15.0,9.0,11.0,16.0,12.0,16.0,52,1.0,3.0,5.0,4.0,7.0,5.0,5.0,6.0,5.0,5.0,06,037,128602,2018,06037128602
"Census Tract 1288.01, Los Angeles County, California",1855,4.0,9.0,6.0,8.0,9.0,27.0,12.0,14.0,3.0,2.0,92,3.0,4.0,3.0,3.0,4.0,7.0,4.0,5.0,2.0,2.0,06,037,128801,2018,06037128801
"Census Tract 1288.02, Los Angeles County, California",2146,2.0,3.0,7.0,1.0,8.0,16.0,19.0,13.0,10.0,17.0,119,1.0,2.0,5.0,1.0,4.0,5.0,7.0,6.0,5.0,7.0,06,037,128802,2018,06037128802
"Census Tract 1317.01, Los Angeles County, California",1811,4.0,7.0,9.0,10.0,13.0,17.0,8.0,21.0,2.0,4.0,41,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,3.0,06,037,131701,2018,06037131701
"Census Tract 1317.02, Los Angeles County, California",1143,2.0,2.0,12.0,5.0,7.0,28.0,10.0,17.0,8.0,6.0,62,2.0,2.0,6.0,3.0,4.0,8.0,6.0,6.0,5.0,4.0,06,037,131702,2018,06037131702
"Census Tract 1320.01, Los Angeles County, California",1154,2.0,2.0,8.0,12.0,12.0,12.0,10.0,13.0,13.0,12.0,68,2.0,3.0,4.0,4.0,6.0,6.0,6.0,5.0,8.0,5.0,06,037,132001,2018,06037132001
"Census Tract 1320.02, Los Angeles County, California",1101,3.0,0.0,10.0,9.0,7.0,9.0,8.0,30.0,16.0,3.0,52,2.0,1.0,7.0,7.0,4.0,6.0,4.0,9.0,8.0,2.0,06,037,132002,2018,06037132002
"Census Tract 1321.01, Los Angeles County, California",1579,4.0,3.0,5.0,4.0,14.0,19.0,15.0,13.0,9.0,8.0,82,2.0,3.0,2.0,2.0,6.0,5.0,5.0,6.0,4.0,4.0,06,037,132101,2018,06037132101
"Census Tract 1321.02, Los Angeles County, California",2139,4.0,7.0,13.0,9.0,14.0,8.0,14.0,20.0,4.0,2.0,87,3.0,5.0,5.0,3.0,6.0,5.0,4.0,5.0,3.0,1.0,06,037,132102,2018,06037132102
"Census Tract 1325.01, Los Angeles County, California",1176,2.0,10.0,7.0,4.0,23.0,14.0,14.0,16.0,6.0,1.0,83,2.0,6.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,1.0,06,037,132501,2018,06037132501
"Census Tract 1325.02, Los Angeles County, California",1317,3.0,12.0,10.0,9.0,9.0,20.0,8.0,18.0,6.0,1.0,49,2.0,7.0,5.0,5.0,5.0,6.0,5.0,8.0,4.0,2.0,06,037,132502,2018,06037132502
"Census Tract 1340.01, Los Angeles County, California",971,2.0,4.0,8.0,16.0,11.0,24.0,11.0,15.0,4.0,0.0,36,2.0,3.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,0.0,06,037,134001,2018,06037134001
"Census Tract 1340.02, Los Angeles County, California",1076,6.0,4.0,7.0,15.0,14.0,14.0,9.0,10.0,7.0,9.0,50,4.0,2.0,4.0,5.0,5.0,6.0,5.0,4.0,3.0,5.0,06,037,134002,2018,06037134002
"Census Tract 1344.23, Los Angeles County, California",1290,2.0,2.0,10.0,4.0,8.0,11.0,9.0,20.0,14.0,15.0,16,3.0,3.0,4.0,2.0,5.0,4.0,4.0,6.0,5.0,5.0,06,037,134423,2018,06037134423
"Census Tract 1344.24, Los Angeles County, California",946,1.0,0.0,5.0,1.0,4.0,8.0,9.0,24.0,17.0,28.0,35,1.0,3.0,3.0,1.0,2.0,3.0,3.0,6.0,5.0,6.0,06,037,134424,2018,06037134424
"Census Tract 1345.21, Los Angeles County, California",781,5.0,7.0,10.0,16.0,8.0,22.0,12.0,10.0,5.0,1.0,20,4.0,5.0,5.0,6.0,5.0,8.0,6.0,5.0,4.0,1.0,06,037,134521,2018,06037134521
"Census Tract 1345.22, Los Angeles County, California",1369,3.0,13.0,13.0,15.0,23.0,14.0,5.0,8.0,1.0,1.0,44,3.0,5.0,5.0,5.0,7.0,5.0,3.0,4.0,1.0,2.0,06,037,134522,2018,06037134522
"Census Tract 1349.03, Los Angeles County, California",2614,6.0,5.0,7.0,8.0,15.0,10.0,21.0,15.0,4.0,4.0,181,3.0,3.0,4.0,4.0,5.0,4.0,6.0,5.0,2.0,4.0,06,037,134903,2018,06037134903
"Census Tract 1349.04, Los Angeles County, California",1407,6.0,5.0,14.0,11.0,14.0,11.0,10.0,14.0,6.0,4.0,74,4.0,3.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,06,037,134904,2018,06037134904
"Census Tract 1349.05, Los Angeles County, California",2293,5.0,4.0,3.0,7.0,9.0,15.0,15.0,18.0,10.0,9.0,105,3.0,2.0,1.0,4.0,3.0,5.0,5.0,6.0,3.0,3.0,06,037,134905,2018,06037134905
"Census Tract 1351.13, Los Angeles County, California",1392,2.0,4.0,6.0,6.0,11.0,19.0,17.0,17.0,10.0,6.0,90,2.0,3.0,2.0,3.0,4.0,6.0,6.0,6.0,5.0,3.0,06,037,135113,2018,06037135113
"Census Tract 1351.14, Los Angeles County, California",2634,8.0,9.0,11.0,4.0,9.0,19.0,9.0,10.0,7.0,9.0,154,4.0,4.0,5.0,3.0,4.0,6.0,5.0,4.0,4.0,3.0,06,037,135114,2018,06037135114
"Census Tract 1371.03, Los Angeles County, California",2464,5.0,0.0,6.0,5.0,3.0,24.0,18.0,20.0,9.0,5.0,93,4.0,0.0,3.0,4.0,1.0,7.0,6.0,7.0,5.0,3.0,06,037,137103,2018,06037137103
"Census Tract 1371.04, Los Angeles County, California",1017,4.0,2.0,6.0,4.0,6.0,17.0,6.0,18.0,12.0,21.0,69,3.0,2.0,4.0,3.0,4.0,5.0,3.0,6.0,5.0,7.0,06,037,137104,2018,06037137104
"Census Tract 1390.01, Los Angeles County, California",2230,3.0,0.0,13.0,5.0,8.0,16.0,12.0,16.0,16.0,6.0,38,2.0,1.0,7.0,3.0,5.0,6.0,5.0,6.0,5.0,3.0,06,037,139001,2018,06037139001
"Census Tract 1394.01, Los Angeles County, California",1313,6.0,11.0,5.0,12.0,7.0,20.0,11.0,10.0,5.0,9.0,48,4.0,5.0,3.0,6.0,5.0,7.0,5.0,5.0,3.0,5.0,06,037,139401,2018,06037139401
"Census Tract 1394.02, Los Angeles County, California",920,5.0,0.0,0.0,6.0,1.0,14.0,10.0,17.0,15.0,27.0,49,2.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,6.0,7.0,06,037,139402,2018,06037139402
"Census Tract 1395.03, Los Angeles County, California",2700,5.0,9.0,9.0,8.0,9.0,20.0,8.0,22.0,3.0,2.0,111,4.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,2.0,2.0,06,037,139503,2018,06037139503
"Census Tract 1395.04, Los Angeles County, California",1796,10.0,4.0,13.0,4.0,9.0,19.0,12.0,16.0,5.0,4.0,82,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,06,037,139504,2018,06037139504
"Census Tract 1411.01, Los Angeles County, California",2310,3.0,1.0,9.0,8.0,12.0,20.0,13.0,16.0,3.0,8.0,150,2.0,1.0,4.0,5.0,5.0,7.0,6.0,6.0,2.0,3.0,06,037,141101,2018,06037141101
"Census Tract 1411.02, Los Angeles County, California",1338,0.0,1.0,7.0,7.0,9.0,13.0,13.0,17.0,8.0,21.0,81,1.0,1.0,3.0,5.0,3.0,4.0,6.0,6.0,4.0,5.0,06,037,141102,2018,06037141102
"Census Tract 1412.01, Los Angeles County, California",2089,5.0,2.0,3.0,5.0,10.0,25.0,13.0,17.0,7.0,9.0,59,3.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,06,037,141201,2018,06037141201
"Census Tract 1412.02, Los Angeles County, California",1404,11.0,2.0,3.0,2.0,12.0,16.0,13.0,3.0,17.0,16.0,78,5.0,2.0,3.0,1.0,5.0,6.0,5.0,2.0,5.0,5.0,06,037,141202,2018,06037141202
"Census Tract 1413.03, Los Angeles County, California",1785,5.0,2.0,6.0,6.0,16.0,14.0,9.0,19.0,11.0,8.0,58,4.0,1.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,06,037,141303,2018,06037141303
"Census Tract 1413.04, Los Angeles County, California",1486,2.0,11.0,7.0,3.0,10.0,12.0,11.0,17.0,9.0,16.0,79,1.0,4.0,4.0,2.0,4.0,5.0,5.0,6.0,5.0,4.0,06,037,141304,2018,06037141304
"Census Tract 1436.03, Los Angeles County, California",1342,9.0,2.0,8.0,4.0,8.0,14.0,12.0,16.0,10.0,12.0,81,4.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,06,037,143603,2018,06037143603
"Census Tract 3551.13, Contra Costa County, California",1690,3.0,0.0,0.0,0.0,2.0,4.0,8.0,15.0,15.0,50.0,94,2.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,4.0,6.0,06,013,355113,2018,06013355113
"Census Tract 3551.14, Contra Costa County, California",3423,2.0,1.0,1.0,3.0,0.0,5.0,4.0,19.0,12.0,48.0,109,2.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,6.0,06,013,355114,2018,06013355114
"Census Tract 3551.15, Contra Costa County, California",2573,6.0,3.0,3.0,2.0,6.0,12.0,7.0,15.0,13.0,29.0,80,4.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,06,013,355115,2018,06013355115
"Census Tract 3551.16, Contra Costa County, California",2390,4.0,1.0,1.0,1.0,6.0,5.0,6.0,13.0,12.0,47.0,55,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,5.0,06,013,355116,2018,06013355116
"Census Tract 3551.17, Contra Costa County, California",1960,0.0,0.0,0.0,0.0,1.0,2.0,6.0,9.0,13.0,66.0,90,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,06,013,355117,2018,06013355117
"Census Tract 3553.06, Contra Costa County, California",1790,3.0,0.0,2.0,3.0,4.0,9.0,13.0,21.0,17.0,23.0,108,2.0,0.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,06,013,355306,2018,06013355306
"Census Tract 5330.02, Los Angeles County, California",589,6.0,7.0,16.0,15.0,16.0,13.0,5.0,16.0,1.0,0.0,38,4.0,5.0,7.0,6.0,6.0,6.0,3.0,5.0,1.0,5.0,06,037,533002,2018,06037533002
"Census Tract 5338.05, Los Angeles County, California",908,6.0,7.0,13.0,4.0,20.0,22.0,11.0,6.0,3.0,3.0,49,5.0,4.0,5.0,4.0,7.0,7.0,5.0,3.0,2.0,2.0,06,037,533805,2018,06037533805
"Census Tract 5338.06, Los Angeles County, California",950,10.0,5.0,10.0,9.0,21.0,17.0,17.0,3.0,4.0,0.0,77,7.0,3.0,5.0,6.0,9.0,9.0,8.0,2.0,3.0,1.0,06,037,533806,2018,06037533806
"Census Tract 5350.01, Los Angeles County, California",1030,6.0,5.0,17.0,8.0,18.0,22.0,9.0,11.0,0.0,0.0,55,3.0,4.0,6.0,3.0,6.0,6.0,5.0,5.0,3.0,1.0,06,037,535001,2018,06037535001
"Census Tract 5350.02, Los Angeles County, California",844,8.0,11.0,12.0,10.0,17.0,17.0,10.0,6.0,2.0,2.0,17,6.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,2.0,2.0,06,037,535002,2018,06037535002
"Census Tract 3.01, Mariposa County, California",1525,4.0,3.0,12.0,5.0,17.0,15.0,16.0,16.0,7.0,0.0,143,3.0,3.0,6.0,3.0,5.0,5.0,6.0,5.0,4.0,1.0,06,043,000301,2018,06043000301
"Census Tract 3.02, Mariposa County, California",1232,5.0,2.0,10.0,14.0,5.0,11.0,27.0,12.0,5.0,5.0,116,4.0,2.0,5.0,8.0,3.0,5.0,7.0,4.0,3.0,3.0,06,043,000302,2018,06043000302
"Census Tract 110.01, Mendocino County, California",997,7.0,11.0,9.0,3.0,17.0,14.0,11.0,11.0,3.0,9.0,134,6.0,7.0,5.0,3.0,8.0,6.0,8.0,7.0,4.0,8.0,06,045,011001,2018,06045011001
"Census Tract 110.02, Mendocino County, California",2594,7.0,6.0,10.0,6.0,10.0,23.0,12.0,17.0,4.0,2.0,196,3.0,3.0,5.0,3.0,5.0,7.0,5.0,6.0,2.0,2.0,06,045,011002,2018,06045011002
"Census Tract 111.02, Mendocino County, California",1877,4.0,5.0,11.0,12.0,12.0,24.0,14.0,10.0,4.0,1.0,149,2.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,1.0,06,045,011102,2018,06045011102
"Census Tract 9901, Mendocino County, California",0,,,,,,,,,,,12,,,,,,,,,,,06,045,990100,2018,06045990100
"Census Tract 41.05, San Joaquin County, California",1867,2.0,4.0,7.0,5.0,11.0,17.0,12.0,20.0,7.0,10.0,74,2.0,3.0,4.0,3.0,4.0,5.0,4.0,6.0,2.0,3.0,06,077,004105,2018,06077004105
"Census Tract 41.06, San Joaquin County, California",571,1.0,3.0,1.0,3.0,15.0,17.0,17.0,19.0,3.0,15.0,48,2.0,2.0,2.0,2.0,5.0,6.0,7.0,6.0,2.0,7.0,06,077,004106,2018,06077004106
"Census Tract 43.07, San Joaquin County, California",1562,4.0,3.0,13.0,14.0,15.0,17.0,13.0,12.0,5.0,0.0,73,2.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,06,077,004307,2018,06077004307
"Census Tract 1506.11, Sonoma County, California",1475,3.0,1.0,4.0,3.0,5.0,15.0,16.0,19.0,12.0,17.0,71,3.0,1.0,3.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,06,097,150611,2018,06097150611
"Census Tract 1506.12, Sonoma County, California",1693,3.0,0.0,3.0,2.0,14.0,14.0,6.0,20.0,18.0,15.0,85,3.0,0.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,06,097,150612,2018,06097150612
"Census Tract 1516.01, Sonoma County, California",1715,2.0,0.0,9.0,7.0,11.0,20.0,18.0,14.0,8.0,7.0,96,1.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,06,097,151601,2018,06097151601
"Census Tract 1516.02, Sonoma County, California",1852,2.0,1.0,8.0,8.0,12.0,19.0,10.0,15.0,5.0,14.0,109,1.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,06,097,151602,2018,06097151602
"Census Tract 1529.05, Sonoma County, California",1548,0.0,1.0,5.0,9.0,10.0,18.0,15.0,20.0,14.0,2.0,68,1.0,2.0,3.0,4.0,4.0,6.0,6.0,5.0,4.0,1.0,06,097,152905,2018,06097152905
"Census Tract 1529.06, Sonoma County, California",2035,1.0,0.0,2.0,7.0,8.0,10.0,17.0,27.0,13.0,11.0,123,1.0,0.0,2.0,4.0,3.0,5.0,6.0,7.0,5.0,4.0,06,097,152906,2018,06097152906
"Census Tract 1531.03, Sonoma County, California",1383,4.0,8.0,6.0,11.0,8.0,23.0,12.0,17.0,4.0,2.0,71,4.0,4.0,5.0,5.0,4.0,7.0,4.0,6.0,3.0,2.0,06,097,153103,2018,06097153103
"Census Tract 1531.04, Sonoma County, California",1206,3.0,6.0,15.0,11.0,17.0,21.0,10.0,11.0,3.0,0.0,59,2.0,4.0,6.0,6.0,5.0,9.0,6.0,6.0,3.0,2.0,06,097,153104,2018,06097153104
"Census Tract 1538.04, Sonoma County, California",1183,1.0,0.0,0.0,6.0,4.0,16.0,14.0,27.0,18.0,9.0,53,2.0,1.0,0.0,3.0,3.0,5.0,7.0,7.0,6.0,4.0,06,097,153804,2018,06097153804
"Census Tract 1538.06, Sonoma County, California",1207,0.0,0.0,8.0,4.0,5.0,18.0,11.0,23.0,13.0,12.0,65,1.0,1.0,3.0,4.0,3.0,5.0,4.0,6.0,6.0,4.0,06,097,153806,2018,06097153806
"Census Tract 1538.07, Sonoma County, California",1385,3.0,0.0,5.0,4.0,4.0,4.0,17.0,32.0,13.0,14.0,54,2.0,2.0,3.0,3.0,3.0,2.0,5.0,7.0,4.0,4.0,06,097,153807,2018,06097153807
